"id","name","description"
"intrastat_90289090","90289090","Deli in pribor za merilnike porabe ali proizvodnje plinov, tekočin ali električne energije, drugi"
"intrastat_9029","9029","Števci vrtljajev, števci proizvodnje, taksimetri, kolometrski števci, števci korakov in podobno, kazalniki hitrosti in tahometri, stroboskopi"
"intrastat_90291000","90291000","Števci vrtljajev, števci proizvodnje, taksimetri ipd."
"intrastat_902920","902920","Kazalniki hitrosti in tahometri, stroboskopi"
"intrastat_90292031","90292031","Kazalniki hitrosti in tahometri, drugi, kazalniki hitrosti za vozila"
"intrastat_90292038","90292038","Kazalniki hitrosti in tahometri, stroboskopi, kazalniki hitrosti za vozila, drugi"
"intrastat_90292090","90292090","Stroboskopi"
"intrastat_90299000","90299000","Deli in pribor za števce, kazalnike stroboskope"
"intrastat_9030","9030","Osciloskopi, spektralni analizatorji in drugi instrumenti in aparati za merjenje ali kontrolo električnih veličin"
"intrastat_90301000","90301000","Instr.in aparati za merjenje ali odkrivanje ionizirajočihsevanj"
"intrastat_903020","903020","Osciloskopi in oscilografi"
"intrastat_90302010","90302010","Osciloskopi in oscilografi, katodno cevjo"
"intrastat_90302030","90302030","Osciloskopi in oscilografi, drugi, z napravo za registriranje"
"intrastat_90302091","90302091","Osciloskopi in oscilografi, drugi, elektronski"
"intrastat_90302099","90302099","Osciloskopi in oscilografi, drugi, drugi"
"intrastat_90303100","90303100","Multimetri, brez naprave za registriranje"
"intrastat_90303200","90303200","Multimetri, z napravo za registriranje"
"intrastat_903033","903033","Drugi instrumenti za merenje in kontrolo napetosti, brez naprave za registriranje"
"intrastat_90303310","90303310","Drugi instrumenti za merenje in kontrolo napetosti, brez naprave za registriranje, elektronski"
"intrastat_90303391","90303391","Drugi instrumenti za merenje in kontrolo napetosti, brez naprave za registriranje, voltmetri"
"intrastat_90303399","90303399","Drugi instrumenti za merenje in kontrolo napetosti, brez naprave za registriranje, drugi"
"intrastat_90303900","90303900","Drugi instrumenti za merenje in kontrolo napetosti z napravo za registriranje"
"intrastat_90304000","90304000","Drugi instrumenti in aparati, posebej namenjeni za telekomunikacije"
"intrastat_90308200","90308200","Drugi iInstrumenti in aparati, naprave za merjenje, testiranje polprevodniških rezin, naprav"
"intrastat_90308400","90308400","Drugi instrumenti in aparati, z napravo za registriranje"
"intrastat_903089","903089","Drugi instrumenti in aparati, za merjenje, kontrolo električnih veličin, drugi"
"intrastat_90308930","90308930","Drugi instrumenti in aparati, za merjenje, kontrolo električnih veličin, drugi, elektronski"
"intrastat_90308990","90308990","Drugi instrumenti in aparati, za merjenje, kontrolo električnih veličin, drugi, drugi"
"intrastat_903090","903090","Deli in pribor za instrumente za merjenje in kontrolo električnih veličin"
"intrastat_90309020","90309020","Deli in pribor aparatov iz tar. podšt. 9030 82 00"
"intrastat_90309085","90309085","Deli in pribor za instr.za merjenje in kontrolo električnih veličin, drugi"
"intrastat_9031","9031","Instrumenti, aparati in stroji za merjenje ali kontrolo, ki niso navedeni in ne zajeti na drugem mestu v tem poglavju, projektorji profilov"
"intrastat_90311000","90311000","Stroji za uravnoteženje mehaničnih delov"
"intrastat_90312000","90312000","Merilne mize"
"intrastat_90314100","90314100","Optični instrumenti, aparati za merjenje, drugi, za nadzor polprevodniških rezin in fotomask"
"intrastat_903149","903149","Optični instrumenti, aparati za merjenje, drugi, ostali"
"intrastat_90314910","90314910","Optični instrumenti, aparati za merjenje, drugi, ostali, projektorji profilov"
"intrastat_90314990","90314990","Optični instrumenti, aparati za merjenje, drugi, ostali, drugi"
"intrastat_903180","903180","Instrumenti, aparati za merjenje, kontrolo, drugi"
"intrastat_90318032","90318032","Instrumenti, aparati za merjenje, kontrolo, drugi, elektronski, kontrolo polprevodniških rezin in podobno, ki se uporabljajo pri proizvodnji polprevodniških naprav"
"intrastat_90318034","90318034","Instrumenti, aparati za merjenje, kontrolo, drugi, elektronski, za merjenje geometrijskih veličin, drugi"
"intrastat_90318038","90318038","Instrumenti.aparati za merjenje, kontrolo, drugi, elek., drugi"
"intrastat_90318091","90318091","Instrumenti, aparati za merjenje, kontrolo, drugi, ostali, za merjenje geometrijskih veličin"
"intrastat_90318098","90318098","Instrumenti, aparati za merjenje, kontrolo, drugi, drugi"
"intrastat_903190","903190","Deli in pribor instrumentov, aparatov za merjenje, kontrolo, drugod neomenjeni"
"intrastat_90319020","90319020","Deli in pribor aparatov iz tar.podšt. 9031 41 00 ali 9031 49 00"
"intrastat_90319030","90319030","Deli in pribor aparatov iz tar.podšt. 9031 80 32"
"intrastat_90319085","90319085","Deli, pribor za instr., apar.za mer., kontr., drugi"
"intrastat_9032","9032","Instrumenti, aparati za avtomatično regulacijo ali krmiljenje"
"intrastat_903210","903210","Termostati"
"intrastat_90321020","90321020","Termostati, elektronski"
"intrastat_90321081","90321081","Termostati, drugi, z električno sprožilno napravo"
"intrastat_90321089","90321089","Termostati, drugi, drugi"
"intrastat_90322000","90322000","Manostati(regolatorji pritiska)"
"intrastat_90328100","90328100","Drugi instrumenti in aparati za avtomatsko regulacijo ali krmiljenje, hidravlični ali pnevmatski"
"intrastat_90328900","90328900","Drugi instrumenti in aparati za avtomatsko regulacijo ali krmiljenje, drugi"
"intrastat_90329000","90329000","Deli in pribor za instrumente in aparate za avtomatsko regulacijo ali krmiljenje"
"intrastat_90330000","90330000","Deli, pribor za stroje, naprave in podobno, drugod neomenjeni"
"intrastat_91","91","Ure in njihovi deli"
"intrastat_9101","9101","Ročne, žepne in druge osebne ure, vključno štoparice, z ohišjem, ki je v celoti iz plemenite kovine ali kovine, platirane s plemenito kovino"
"intrastat_91011100","91011100","Ročne električne ure, iz plemenite kovine, s štoparico ali brez, samo z mehaničnim kazalnikom"
"intrastat_91011900","91011900","Ročne električne ure, iz plemenite kovine, s štoparico ali brez, druge"
"intrastat_91012100","91012100","Ročne ure, iz plemenitih kovin, druge, s štoparico ali brez, z avtomatskim navijanjem"
"intrastat_91012900","91012900","Ročne ure, iz plemenitih kovin, druge, s štoparico ali brez, ostale"
"intrastat_91019100","91019100","Osebne ure, na baterije, iz plemenitih kovin, druge, z napajanjem iz baterije ali akumulatorja"
"intrastat_91019900","91019900","Osebne ure, iz plemenitih kovin, druge"
"intrastat_9102","9102","Ročne, žepne in druge osebne ure, vključno štoparice, razen tistih, ki se uvrščajo v tar.št. 9101"
"intrastat_91021100","91021100","Ročne ure, na baterije, razen iz plemenitih kovin, s štoparico ali brez, samo z mehaničnim kazalnikom"
"intrastat_91021200","91021200","Ročne ure, na baterije, razen iz plemenitih kovin, s štoparico ali brez, samo z optično-elektronskim kazalnikom"
"intrastat_91021900","91021900","Ročne ure, na baterije, razen iz plemenitih kovin, s štoparico ali brez, druge"
"intrastat_91022100","91022100","Ročne ure, razen iz plemenitih kovin, z avtomatskim navijanjem"
"intrastat_91022900","91022900","Ročne ure, razen iz plemenitih kovin, druge"
"intrastat_91029100","91029100","Druge ure, na baterije, razen iz plemenitih kovin, električne"
"intrastat_91029900","91029900","Druge ure, na baterije, razen iz plemenitih kovin, ostale"
"intrastat_9103","9103","Hišne, pisarniške in podobne ure z mehanizmom za osebne ure, razen ur iz tar.št. 9104"
"intrastat_91031000","91031000","Hišne, pisarniške in podobne ure z mehanizmom za osebne ure, električne"
"intrastat_91039000","91039000","Hišne, pisarniške in podobne ure z mehanizmom za osebne ure, druge"
"intrastat_91040000","91040000","Ure za instrument.plošče ipd.za vozila, letala, vesoljska plovilain vozila"
"intrastat_9105","9105","Druge ure"
"intrastat_91051100","91051100","Budilke, električne"
"intrastat_91051900","91051900","Budilke, druge"
"intrastat_91052100","91052100","Stenske ure, električne"
"intrastat_91052900","91052900","Stenske ure, druge"
"intrastat_91059100","91059100","Ure, druge, električne"
"intrastat_91059900","91059900","Ure, drugje neomenjene"
"intrastat_9106","9106","Aparati za kontrolo in merjenje časa, z urnim mehanizmom ali sinhronskim motorjem (ki naprimer registrirajo samo čas ali čas in datum)"
"intrastat_91061000","91061000","Naprave za kontrolo in merjenje časa in datuma, ki registrirajo samo čas ali čas in datum"
"intrastat_91069000","91069000","Naprave za kontrolo in merjenje časa, druge"
"intrastat_91070000","91070000","Časovna prekinjala z urnim mehanizmom ali sinhronskim motorjem"
"intrastat_9108","9108","Mehanizmi za osebne ure, kompletni in sestavljeni"
"intrastat_91081100","91081100","Mehanizmi za osebne ure na baterije, samo z mehaničnim kazalnikom"
"intrastat_91081200","91081200","Mehanizmi za osebne ure na baterije, samo z optično-elektronskim kazalnikom"
"intrastat_91081900","91081900","Mehanizmi za osebne ure na baterije, drugi"
"intrastat_91082000","91082000","Mehanizmi za osebne ure brez baterije, z avtomatičnim navijanjem"
"intrastat_91089000","91089000","Mehanizmi za osebne ure, drugi"
"intrastat_9109","9109","Drugi urni mehanizmi, kompletni in sestavljeni"
"intrastat_91091000","91091000","Urni mehanizmi, kompletni, sestavljeni, drugi, električni"
"intrastat_91099000","91099000","Urni mehanizmi, kompletni, sestavljeni, drugi, drugi"
"intrastat_9110","9110","Kompletni urni mehanizmi, nesestavljeni ali delno sestavljeni, nekompletni urni mehanizmi, sestavljeni, grobi urni mehanizmi za osebne ali druge ure"
"intrastat_911011","911011","Urni mehanizmi, kompletni, za osebne ure"
"intrastat_91101110","91101110","Urni mehanizmi, kompletni, za osebne ure, z vztrajnikom in vzmetjo"
"intrastat_91101190","91101190","Urni mehanizmi, kompletni, za osebne ure, drugi"
"intrastat_91101200","91101200","Urni mehanizmi, nekompletni, sestavljeni"
"intrastat_91101900","91101900","Urni mehanizmi, grobi"
"intrastat_91109000","91109000","Urni mehanizmi, kompletni, drugi"
"intrastat_9111","9111","Ohišja in deli ohišij za osebne ure"
"intrastat_91111000","91111000","Ohišja za osebne ure iz plemenitih kovin ali iz kovin, platirana s plemenito kovino"
"intrastat_91112000","91112000","Ohišja za osebne ure iz navadnih kovin"
"intrastat_91118000","91118000","Ohišja za osebne ure, druge"
"intrastat_91119000","91119000","Ohišja za osebne ure in deli ohišij"
"intrastat_9112","9112","Ohišja za hišne, pisarniške in podobne ure in ohišja podobne vrste za druge proizvode iz tega poglavja, deli ohišij"
"intrastat_91122000","91122000","Ohišja za hišne, pisarniške in podobne ure"
"intrastat_91129000","91129000","Deli ohišij za hišne, pisarniške in podobne ure"
"intrastat_9113","9113","Jermenčki in zapestnice za ročne ure in deli za jermenčke in zapestnice"
"intrastat_911310","911310","Jermenčki in zapestnice za ročne ure, iz plemenitih kovin ali iz kovine, platirane s plemenito kovinno"
"intrastat_91131010","91131010","Jermenčki in zapestnice za ročne ure, iz plemenitih kovin"
"intrastat_91131090","91131090","Jermenčki in zapestnice za ročne ure, iz kovine, prevlečene s plemenito kovino"
"intrastat_91132000","91132000","Jermenčki in zapestnice za ročne ure, iz navadne kovine, vključno pozlačene ali posrebrene"
"intrastat_91139000","91139000","Jermenčki in zapestnice za ročne ure in deli za jermenčke in zapestnice, drugi"
"intrastat_9114","9114","Deli ur, drugi"
"intrastat_91141000","91141000","Vzmeti, vključno lasne vzmeti"
"intrastat_91143000","91143000","Številčnice za ure"
"intrastat_91144000","91144000","Plošče in mostički za ure"
"intrastat_91149000","91149000","Deli za ure, drugi"
"intrastat_92","92","Glasbila, njihovi deli in pribor"
"intrastat_9201","9201","Klavirji, vključno z avtomatskimi klavirji, čembala in druga glasbila s klaviaturo in strunami"
"intrastat_920110","920110","Pianini (pokončni klavirji)"
"intrastat_92011010","92011010","Pianini, novi"
"intrastat_92011090","92011090","Pianini, rabljeni"
"intrastat_92012000","92012000","Koncertni klavirji"
"intrastat_92019000","92019000","Klaviaturni instrumenti s strunami, drugi"
"intrastat_9202","9202","Druga glasbila s strunami (kitare, violine, harfe)"
"intrastat_920210","920210","Godala"
"intrastat_92021010","92021010","Godala, violine"
"intrastat_92021090","92021090","Godala, druga"
"intrastat_920290","920290","Glasbila s strunami, druga"
"intrastat_92029030","92029030","Glasbila s strunami, druga, kitare"
"intrastat_92029080","92029080","Glasbila s strunami, druga, ostalo"
"intrastat_9205","9205","Pihala (npr. orgle, harmonike, klarineti, trobente, dude), razen sejemskih orgel in mehaničnih lajen"
"intrastat_92051000","92051000","Kovinska pihala"
"intrastat_920590","920590","Pihala, druga"
"intrastat_92059010","92059010","Pihala, druga, harmonike in podobna glasbila"
"intrastat_92059030","92059030","Pihala, druga, orglice"
"intrastat_92059050","92059050","Pihala, druga, orgle s tipkami, harmoniji in podobna glasbila s klaviaturo in prostimi kovinskimi"
"intrastat_92059090","92059090","Pihala, druga, druga"
"intrastat_92060000","92060000","Tolkala (bobni, ksilofoni, cimbale, kastanjete, marakasi)"
"intrastat_9207","9207","Glasbila, katerih zvok se proizvaja električno ali se mora ojačati električno (električne orgle, električne kitare, električne harmonike)"
"intrastat_920710","920710","Električni klaviaturni inštrumenti, razen harmonik"
"intrastat_92071010","92071010","Električni klaviaturni inštrumenti, orgle"
"intrastat_92071030","92071030","Električni klaviaturni inštrumenti, digitalni klavirji"
"intrastat_92071050","92071050","Električni klaviaturni inštrumenti, sintetizatorji"
"intrastat_92071080","92071080","Električni klaviaturni inštrumenti, druga"
"intrastat_920790","920790","Električna glasbila, druga"
"intrastat_92079010","92079010","Električna glasbila, druga, kitare"
"intrastat_92079090","92079090","Električna glasbila, druga, ostala"
"intrastat_9208","9208","Glasbene skrinje, sejemske orgle, mehanične lajne, mehanične ptice pevke, pojoče žage in druga glasbila, drugje neomenjena, vsakovrstni predmeti za vabljenje"
"intrastat_92081000","92081000","Glasbene skinje"
"intrastat_92089000","92089000","Glasbila, drugje neomenjena, ostala"
"intrastat_9209","9209","Deli in pribor za glasbila"
"intrastat_92093000","92093000","Strune za glasbila"
"intrastat_92099100","92099100","Deli in pribor za klavirje"
"intrastat_92099200","92099200","Deli in pribor za godala"
"intrastat_92099400","92099400","Deli in pribor za električna glasbila"
"intrastat_920999","920999","Deli in pribor za druga glasbila"
"intrastat_92099920","92099920","Deli in pribor za druga glasbila, za glasbene instrumente iz tarifne številke 9205"
"intrastat_92099940","92099940","Deli in pribor za druga glasbila, drugo, metronomi, glasbene vilice in piščalke (za dajanje tona)"
"intrastat_92099950","92099950","Deli in pribor za druga glasbila, drugo, mehanizmi za glasbene skrinje"
"intrastat_92099970","92099970","Deli in pribor za druga glasbila, drugo, drugo"
"intrastat_93","93","Orožje in strelivo, njuni deli in pribor"
"intrastat_9301","9301","Vojaško orožje, razen revolverjev, pištol in orožja iz tar.št. 9307"
"intrastat_93011000","93011000","Artiljerijsko orožje (topovi, havbice in možnarji)"
"intrastat_93012000","93012000","Rampe za rakete, metalci ognja, rampe za izstrelitev granat, cevi za torpeda in podobni nosilci"
"intrastat_93019000","93019000","Vojaško orožje, drugo"
"intrastat_93020000","93020000","Revolverji in pištole, razen tistih iz tar.št. 9303 in 9304"
"intrastat_9303","9303","Drugo strelno orožje in podobne priprave, ki deluje z vžigom eksplozivne polnitve"
"intrastat_93031000","93031000","Strelno orožje, ki se polni od spredaj"
"intrastat_930320","930320","Športne in lovske puške šibernice, vključno kombinacije pušk šibrenic in karabink"
"intrastat_93032010","93032010","Športne in lovske puške, enocevne šibrenice"
"intrastat_93032095","93032095","Športne in lovske puške, vključno kombinacije šibrenic in karabink, druge"
"intrastat_93033000","93033000","Športne in lovske puške, druge"
"intrastat_93039000","93039000","Strelno orožje, drugo"
"intrastat_93040000","93040000","Drugo orožje (vzmetne, zračne in plinske puške in pištole, solzilci v obliki pršil, gumijevke), razen orožja iz tar.št. 9307"
"intrastat_9305","9305","Deli, pribor izdelkov iz tar.št. 9301 do 9304"
"intrastat_93051000","93051000","Deli in pribor za revolverje ali pištole"
"intrastat_93052000","93052000","Deli in pribor za puške šibrenice, lovske in športne karabinke iz tarifne številke 9303"
"intrastat_93059100","93059100","Deli, pribor za vojaško orožje iz tar.št. 9301"
"intrastat_93059900","93059900","Deli, pribor za drugo orožje"
"intrastat_9306","9306","Bombe, granate, torpedi, mine, rakete in podobno ter njihovi deli, naboji, drugo strelivo in projektili ter njihovi deli, vključno s šibrami in čepi za naboje"
"intrastat_93062100","93062100","Strelivo za puške šibrnice in deli tega streliva"
"intrastat_93062900","93062900","Strelivo za zračne puške in njihovi deli"
"intrastat_930630","930630","Strelivo, drugo in deli"
"intrastat_93063010","93063010","Strelivo, drugo in deli, za revolverje in pištole iz tar.št. 9302 in za avtomatske puške iz tar.št. 9301"
"intrastat_93063030","93063030","Strelivo, drugo in deli, za vojaško orožje"
"intrastat_93063090","93063090","Strelivo, drugo in deli, drugo"
"intrastat_930690","930690","Bojno strelivo in deli"
"intrastat_93069010","93069010","Bojno strelivo in deli, za vojaške namene"
"intrastat_93069090","93069090","Bojno strelivo in deli, drugo"
"intrastat_93070000","93070000","Meči, sablje, bajoneti, sulice in podobno orožje, njihovi deli ter nožnice za to orožje"
"intrastat_94","94","Pohištvo, posteljnina, žimnice, nosilci za žimnice, blazine in podoni polnjeni izdelki, svetilke in pribori za njih, neomenjeni drugje, osvetljeni znaki, montažne zgradbe"
"intrastat_9401","9401","Sedeži (razen tistih iz tar.št. 9402), vključno stistimi, ki se lahko spremenijo v ležišča, in njihovi deli"
"intrastat_94011000","94011000","Sedeži za letala"
"intrastat_94012000","94012000","Sedeži za motorna vozila"
"intrastat_94013000","94013000","Sedeži, vrtljivi z nastavljanjem višine"
"intrastat_94014000","94014000","Sedeži, razen vrtnih stolov ali taborniške opreme, ki se lahko spremenijo v ležišča"
"intrastat_94015100","94015100","Sedeži iz trstike, protja, bambusa ali podobnega materiala, iz bambusa ali ratana"
"intrastat_94015900","94015900","Sedeži iz trstike, protja, bambusa ali podobnega materiala, drugi"
"intrastat_94016100","94016100","Sedeži, z lesenim ogrodjem, tapecirani"
"intrastat_94016900","94016900","Sedeži, z lesenim ogrodjem, drugi"
"intrastat_94017100","94017100","Sedeži, z kovinskim ogrodjem, tapecirani"
"intrastat_94017900","94017900","Sedeži, z kovinskim ogrodjem, drugi"
"intrastat_94018000","94018000","Sedeži, drugi"
"intrastat_940190","940190","Deli sedežev"
"intrastat_94019010","94019010","Deli sedežev, ki se uporabljajo v zrakoplovih"
"intrastat_94019030","94019030","Deli sedežev, drugi, iz lesa"
"intrastat_94019080","94019080","Deli sedežev, drugi, ostali"
"intrastat_9402","9402","Medicinsko, kirurško, zobozdravniško in veterinarsko pohištvo, frizerski stoli in podobni stoli, ki se lahko vrtijo, nagibajo in dvigajo, in njihovi deli"
"intrastat_94021000","94021000","Zobozdravniški, frizerski in podobni stoli in njihovi deli"
"intrastat_94029000","94029000","Medicinsko, zobozdravniško in podobno pohištvo, drugo"
"intrastat_9403","9403","Drugo pohištvo in njihovi deli"
"intrastat_940310","940310","Kovinsko pohištvo, pisarniško"
"intrastat_94031051","94031051","Kovinsko pohištvo, pisarniško, drugo, višine do vključno 80 cm, mize"
"intrastat_94031058","94031058","Kovinsko pohištvo, pisarniško, drugo, višine do vključno 80 cm, drugo"
"intrastat_94031091","94031091","Kovinsko pohištvo, pisarniško, drugo, višine nad 80 cm, omarice z vrati ali navojnicami"
"intrastat_94031093","94031093","Kovinsko pohištvo, pisarniško, drugo, višine nad 80 cm, omarice za spravilo dokumentcije, kartic"
"intrastat_94031098","94031098","Kovinsko pohištvo, pisarniško, drugo, višine nad 80 cm, drugo"
"intrastat_940320","940320","Kovinsko pohištvo, drugo"
"intrastat_94032020","94032020","Kovinsko pohištvo, drugo, kovinske postelje"
"intrastat_94032080","94032080","Kovinsko pohištvo, drugo, drugo"
"intrastat_940330","940330","Leseno pohištvo, pisarniško"
"intrastat_94033011","94033011","Leseno pohištvo, pisarniško, višine do vključno 80 cm, mize"
"intrastat_94033019","94033019","Leseno pohištvo, pisarniško, višine do vključno 80 cm, drugo"
"intrastat_94033091","94033091","Leseno pohištvo, pisarniško, višine nad 80 cm, omarice z vrati, roloji in podobno, omarice za dokumentacijo, kartice in podobno"
"intrastat_94033099","94033099","Leseno pohištvo, pisarniško, višine nad 80 cm, drugo"
"intrastat_940340","940340","Leseno pohištvo, kuhinjsko"
"intrastat_94034010","94034010","Leseno pohištvo, kuhinjsko, vgradni kuhinjski elementi"
"intrastat_94034090","94034090","Leseno pohištvo, kuhinjsko, drugo"
"intrastat_94035000","94035000","Leseno pohištvo, za spalnice"
"intrastat_940360","940360","Leseno pohištvo, drugo"
"intrastat_94036010","94036010","Leseno pohištvo, drugo, ki se uporablja v jedilnicah in dnevnih sobah"
"intrastat_94036030","94036030","Leseno pohištvo, drugo, ki se uporablja za opremo trgovin"
"intrastat_94036090","94036090","Leseno pohištvo, drugo, ostalo"
"intrastat_94037000","94037000","Pohištvo iz plastičnih mas"
"intrastat_94038100","94038100","Pohištvo iz drugih materialov, vključno iz trstike, protja, bambusa in podobnih materialov, iz bambusa ali ratana"
"intrastat_94038900","94038900","Pohištvo iz drugih materialov, vključno iz trstike, protja, bambusa in podobnih materialov, drugi"
"intrastat_940390","940390","Deli pohištva"
"intrastat_94039010","94039010","Deli pohištva, kovinski"
"intrastat_94039030","94039030","Deli pohištva, leseni"
"intrastat_94039090","94039090","Deli pohištva, iz drugih materialov"
"intrastat_9404","9404","Nosilci za žimnice, posteljnina in podobno blago, ki imajo vzmeti ali so napolnjeni s kakršnim koli materialom ali iz penaste gume ali plastične mase, vključno prevlečene"
"intrastat_94041000","94041000","Nosilci za žimnice"
"intrastat_940421","940421","Žimnice iz penaste gume ali plastične mase, prevlečene ali neprevlečene"
"intrastat_94042110","94042110","Žimnice iz penaste gume ali plastične mase, prevlečene ali neprevlečene, gumijaste"
"intrastat_94042190","94042190","Žimnice iz penaste gume ali plastične mase, prevlečene ali neprevlečene, plastične"
"intrastat_940429","940429","Žimnice iz drugih materialov"
"intrastat_94042910","94042910","Žimnice iz drugih materialov, vzmetne"
"intrastat_94042990","94042990","Žimnice iz drugih materialov, druge"
"intrastat_94043000","94043000","Spalne vreče"
"intrastat_940490","940490","Posteljnina, druga"
"intrastat_94049010","94049010","Posteljnina, druga, polnjena s perjem ali puhom"
"intrastat_94049090","94049090","Posteljnina, druga, ostala"
"intrastat_9405","9405","Svetilke in pribor za njih, vključno z reflektorji in njihovimi deli, ne zajeti na drugem mestu, osvetljeni znaki, osvetljene ploščice z imeni in podobno"
"intrastat_940510","940510","Lestenci in druga električna stropna in stenska svetila, razen za rasvetljavo javnih odprtih prostorov ali prometnih poti"
"intrastat_94051021","94051021","Lestenci in druga električna stropna in stenska svetila, razen za razsvetljavo javnih odprtih prostorov ali prometnih poti, iz plastičnih mas, ki se uporabljajo za žarnice z nitko"
"intrastat_94051040","94051040","Lestenci in druga električna stropna in stenska svetila, razen za razsvetljavo javnih odprtih prostorov ali prometnih poti, ki se uporabljajo za žarnice, druga"
"intrastat_94051050","94051050","Lestenci in druga električna stropna in stenska svetila, razen za rasvetljavo javnih odprtih prostorov ali prometnih poti, steklena"
"intrastat_94051091","94051091","Lestenci in druga električna stropna in stenska svetila, razen za razsvetljavo javnih odprtih prostorov ali prometnih poti, iz drugih materialov, ki se uporabljajo za žarnice z nitko"
"intrastat_94051098","94051098","Lestenci in druga električna stropna in stenska svetila, razen za razsvetljavo javnih odprtih prostorov ali prometnih poti, iz drugih materialov, druga"
"intrastat_940520","940520","Električne svetilke, ki se postavijo na mizo, ob posteljo ali na pod"
"intrastat_94052011","94052011","Električne svetilke, ki se postavijo na mizo, ob posteljo ali na pod, iz plastičnih snovi, ki se uporabljajo za žarnice z nitko"
"intrastat_94052040","94052040","Električne svetilke, ki se postavijo na mizo, ob posteljo ali na pod, iz plastičnih ali iz keramičnih snovi, druge"
"intrastat_94052050","94052050","Električne svetilke, ki se postavijo na mizo, ob posteljo ali na pod, steklene"
"intrastat_94052091","94052091","Električne svetilke, namizne, iz drugih materialov, ki se uporabljajo za žarnice z nitko"
"intrastat_94052099","94052099","Električne svetilke, ki se postavijo na mizo, ob posteljo ali na pod, iz drugih materialov, ostale"
"intrastat_94053000","94053000","Garniture za razsvetljavo novoletnih jelk"
"intrastat_940540","940540","Električne svetilke, svetila in pribor za njih, druge"
"intrastat_94054010","94054010","Električne svetilke in svetila, druge, reflektorji in žarometi"
"intrastat_94054031","94054031","Električne svetilke in svetila, druge, iz plastičnih materialov, za navadne žarnice"
"intrastat_94054035","94054035","Električne svetilke in svetila, druge, iz plastičnih materialov, za cevne fluorescenče svetilke"
"intrastat_94054039","94054039","Električne svetilke in svetila, druge, iz plastičnih materialov, druge"
"intrastat_94054091","94054091","Električne svetilke in svetila, druge, iz drugih materialov, za navadne žarnice"
"intrastat_94054095","94054095","Električne svetilke in svetila, druge, iz drugih materialov, za cevne fluorescenče svetilke"
"intrastat_94054099","94054099","Električne svetilke in svetila, druge, iz drugih materialov, druga"
"intrastat_94055000","94055000","Neelektrične svetilke, svetila in pribor za njih"
"intrastat_940560","940560","Osvetljeni znaki, ploščice z imeni in podobno"
"intrastat_94056020","94056020","Osvetljeni znaki, ploščice z imeni ipd., iz plastičnih mas"
"intrastat_94056080","94056080","Osvetljeni znaki, ploščice z imeni ipd., iz drugih materialov"
"intrastat_940591","940591","Deli svetil, stekleni"
"intrastat_94059110","94059110","Deli svetil, stekleni, proizvodi za napeljavo električne razsvetljave (razen žarometov in reflektorjev)"
"intrastat_94059190","94059190","Deli svetil, stekleni, drugo"
"intrastat_94059200","94059200","Deli svetil, iz plastičnih mas"
"intrastat_94059900","94059900","Deli svetil, drugi"
"intrastat_940600","940600","Montažne zgradbe"
"intrastat_94060011","94060011","Montažne zgradbe, premični domovi"
"intrastat_94060020","94060020","Montažne zgradbe, druge, lesene"
"intrastat_94060031","94060031","Montažne zgradbe, železne ali jeklene, rastlinjaki"
"intrastat_94060038","94060038","Montažne zgradbe, železne ali jeklene, druge"
"intrastat_94060080","94060080","Montažne zgradbe, iz drugih materialov"
"intrastat_95","95","Igrače, rekviziti za družabne igre in šport, njihovi deli in pribor"
"intrastat_950300","950300","Tricikli, skiroji, avtomobili s pedali ipd. igrače na kolesa, vozički za lutke, lutke, druge igrače, zmanjšani modeli za igro, tudi s pogonom, sestavljanke (puzzles) vseh vrst"
"intrastat_95030010","95030010","Tricikli, skiroji, avtomobili s pedali in podobne igrače na kolesa, vozički za lutke"
"intrastat_95030021","95030021","Lutke v obliki človeških bitij in deli in dodatki, lutke"
"intrastat_95030029","95030029","Lutke v obliki človeških bitij in deli in dodatki, deli in dodatki"
"intrastat_95030030","95030030","Električni vlaki, vključno s tiri, signali in drugim priborom zanje, kompleti zmanjšanih modelov za sestavljanje, tudi s pogonom"
"intrastat_95030035","95030035","Drugi kompleti konstrukcij in konstrukcijske igrače, iz plastičnih mas"
"intrastat_95030039","95030039","Drugi kompleti konstrukcij in konstrukcijske igrače, iz drugih materialov"
"intrastat_95030041","95030041","Igrače v obliki živali in drugih nečloveških bitij, polnjene"
"intrastat_95030049","95030049","Igrače v obliki živali in drugih nečloveških bitij, druge"
"intrastat_95030055","95030055","Glasbila in glasbeni aparati v obliki igrač"
"intrastat_95030061","95030061","Sestavljanke, zloženke, lesene"
"intrastat_95030069","95030069","Sestavljanke, zloženke, druge"
"intrastat_95030070","95030070","Druge igrače v kompletih ali na podlogah"
"intrastat_95030075","95030075","Druge igrače in modeli, z vdelanim motorjem, iz plastičnih mas"
"intrastat_95030079","95030079","Druge igrače in modeli, z vdelanim motorjem, iz drugih materialov"
"intrastat_95030081","95030081","Druge igrače in modeli, drugo, orožje – igrače"
"intrastat_95030085","95030085","Druge igrače in modeli, drugo, vlivani miniaturni modeli iz kovin"
"intrastat_95030095","95030095","Druge igrače in modeli, drugo, iz plastične mase"
"intrastat_95030099","95030099","Druge igrače in modeli, drugo, drugo"
